Disaster,Location,District,Month,Day,Rainfall(mm),Landslide
Landslide,Rankethgama,Anuradhapura,11,8,237.5,0
Landslide,Nochchiyagama,Anuradhapura,11,27,237.5,0
Landslide,Rankethgama,Anuradhapura,11,23,237.5,0
Landslide,Rankethgama,Anuradhapura,11,4,237.5,0
Landslide,Nochchiyagama,Anuradhapura,11,19,237.5,1
Landslide,Nochchiyagama,Anuradhapura,11,17,237.5,1
Landslide,Nochchiyagama,Anuradhapura,11,18,237.5,1
Landslide,Nochchiyagama,Anuradhapura,11,11,237.5,0
Landslide,Rankethgama,Anuradhapura,11,18,237.5,1
Landslide,Rankethgama,Anuradhapura,11,19,237.5,1
Landslide,Rankethgama,Anuradhapura,11,17,237.5,1
Landslide,Nochchiyagama,Anuradhapura,11,26,237.5,0
Landslide,Bubula,Badulla,12,8,223.0,0
Landslide,Udawela,Badulla,9,23,130.0,0
Landslide,Haliela,Badulla,12,8,223.0,0
Landslide,Ambagahadurawa,Badulla,12,12,223.0,0
Landslide,Idamegama,Badulla,12,9,223.0,0
Landslide,Idamegama,Badulla,4,9,169.0,0
Landslide,Kuttiyagolla,Badulla,10,17,280.0,0
Landslide,Pussellewa,Badulla,12,24,223.0,0
Landslide,Haliela,Badulla,1,24,139.0,0
Landslide,Kalawelpotha,Badulla,2,19,94.0,0
Landslide,Bandarawela,Badulla,11,27,279.0,1
Landslide,Uva Paranagama,Badulla,7,7,52.0,0
Landslide,Uva Paranagama,Badulla,12,4,223.0,0
Landslide,Narangala,Badulla,12,24,223.0,0
Landslide,Galauda,Badulla,12,24,223.0,0
Landslide,Kalupahana,Badulla,10,7,280.0,0
Landslide,Soranathota,Badulla,9,15,130.0,1
Landslide,Beragala,Badulla,11,24,279.0,0
Landslide,Koslanda,Badulla,12,9,223.0,0
Landslide,Marangahawala,Badulla,4,11,169.0,0
Landslide,Mirisabedda Watta,Badulla,4,11,169.0,0
Landslide,Poonagala,Badulla,11,28,279.0,0
Landslide,Haliela,Badulla,12,7,223.0,0
Landslide,Haldummulla,Badulla,3,28,88.0,1
Landslide,Balagolla,Badulla,8,9,74.0,0
Landslide,Ellanda,Badulla,5,16,141.0,0
Landslide,Batawatta,Badulla,12,14,223.0,0
Landslide,Alakolagala,Badulla,12,10,223.0,0
Landslide,Kottalbedda,Badulla,12,24,223.0,0
Landslide,Hoptan,Badulla,12,27,223.0,0
Landslide,Janathapura,Badulla,12,11,223.0,0
Landslide,Lunugala Town,Badulla,12,25,223.0,0
Landslide,Ekiriya,Badulla,6,9,54.0,0
Landslide,Moragolla,Badulla,2,15,94.0,0
Landslide,Moragolla,Badulla,2,17,94.0,0
Landslide,Arawa Kumbura,Badulla,7,13,52.0,0
Landslide,Pallekiruwa,Badulla,10,30,280.0,0
Landslide,Arwakumbura,Badulla,10,22,280.0,0
Landslide,Janathapura,Badulla,1,2,139.0,0
Landslide,Lunugala Town,Badulla,11,24,279.0,0
Landslide,Alakolagala,Badulla,10,23,280.0,0
Landslide,Sumudugama,Badulla,12,23,223.0,0
Landslide,Kottalbedda,Badulla,12,3,223.0,0
Landslide,Gallulla,Badulla,12,4,223.0,0
Landslide,Rendapola,Badulla,12,29,223.0,0
Landslide,Dehigahamada,Badulla,1,30,139.0,0
Landslide,Kalupahana,Badulla,5,15,141.0,0
Landslide,Haliela,Badulla,4,29,169.0,0
Landslide,Viharagala,Badulla,3,30,88.0,0
Landslide,Haldummulla,Badulla,10,17,280.0,1
Landslide,Uva Paranagama,Badulla,6,13,54.0,0
Landslide,Koslanda,Badulla,10,11,334.5,1
Landslide,Bokanoruwa,Badulla,12,1,223.0,0
Landslide,Bokanoruwa,Badulla,12,15,223.0,0
Landslide,Haldummulla,Badulla,12,16,223.0,0
Landslide,Kandaketiya,Badulla,6,27,54.0,0
Landslide,Unapanna,Badulla,12,23,223.0,0
Landslide,Lunuwatta,Badulla,12,1,223.0,0
Landslide,Haputhale,Badulla,11,27,279.0,0
Landslide,Galkanda,Badulla,11,3,279.0,0
Landslide,Ranjallawa,Badulla,11,19,279.0,0
Landslide,Vidurupola,Badulla,12,28,223.0,0
Landslide,Haputhalegama,Badulla,11,2,279.0,0
Landslide,Kottalbedda,Badulla,11,14,279.0,0
Landslide,Uduwara,Badulla,12,4,223.0,0
Landslide,Hapuwala Kumbura,Badulla,12,11,223.0,0
Landslide,Keppetipola,Badulla,2,14,158.7,1
Landslide,Meegahakivula,Badulla,1,4,139.0,0
Landslide,Ketawatta,Badulla,1,27,139.0,0
Landslide,Uva Paranagama,Badulla,11,20,279.0,0
Landslide,Uva Paranagama,Badulla,9,4,130.0,0
Landslide,Uva Paranagama,Badulla,11,17,279.0,0
Landslide,Uva Paranagama,Badulla,6,18,54.0,0
Landslide,Hopton,Badulla,11,20,279.0,0
Landslide,Gediyaroda,Badulla,5,7,141.0,0
Landslide,Uva Paranagama,Badulla,12,17,223.0,0
Landslide,Mathetilla,Badulla,1,6,139.0,0
Landslide,Beragala,Badulla,1,30,139.0,0
Landslide,Bathgoda,Badulla,9,8,130.0,0
Landslide,Janathapura South,Badulla,12,11,223.0,0
Landslide,Krishnana Kandawetta,Badulla,10,26,280.0,0
Landslide,Moraketiya,Badulla,11,21,279.0,0
Landslide,Wasanagama,Badulla,12,14,223.0,0
Landslide,Colombobadulla Railway,Badulla,11,14,279.0,0
Landslide,Katupelella,Badulla,7,17,52.0,0
Landslide,Uva Paranagama,Badulla,11,10,279.0,0
Landslide,Blekwood Ariya,Badulla,10,5,280.0,0
Landslide,Passara,Badulla,11,25,279.0,1
Landslide,Haputale,Badulla,12,3,223.0,1
Landslide,Uva Paranagama,Badulla,11,28,279.0,0
Landslide,Haputale,Badulla,11,8,279.0,0
Landslide,Lunugala,Badulla,11,3,279.0,0
Landslide,Meegahakivula,Badulla,1,13,139.0,0
Landslide,Bandarawela,Badulla,12,2,223.0,0
Landslide,Mirahawatta,Badulla,12,27,223.0,0
Landslide,Uva Paranagama,Badulla,11,22,279.0,0
Landslide,Bandarawela,Badulla,10,9,280.0,0
Landslide,Bandarawela,Badulla,10,14,280.0,0
Landslide,Medawela West,Badulla,11,27,279.0,0
Landslide,Batawatta,Badulla,12,19,223.0,0
Landslide,Idikada Arawa,Badulla,11,30,279.0,0
Landslide,Passara,Badulla,1,28,139.0,0
Landslide,Galwelagama,Badulla,12,9,223.0,0
Landslide,Passara,Badulla,12,8,223.0,0
Landslide,Liyannawela,Badulla,2,10,94.0,0
Landslide,Kebillawela,Badulla,4,23,169.0,0
Landslide,Bandarawela,Badulla,5,14,141.0,0
Landslide,Bandarawela,Badulla,5,25,141.0,0
Landslide,Attalapitiya,Badulla,5,25,141.0,0
Landslide,Dulgolla,Badulla,2,12,94.0,0
Landslide,Weheragala Thenna,Badulla,10,15,280.0,0
Landslide,Bandarawela,Badulla,2,5,94.0,0
Landslide,Bandarawela,Badulla,2,24,94.0,0
Landslide,Gediyaroda,Badulla,10,14,280.0,0
Landslide,Udaperuwa,Badulla,10,12,280.0,0
Landslide,Bandarawela,Badulla,3,12,88.0,0
Landslide,Bandarawela,Badulla,7,21,52.0,0
Landslide,Bandarawela,Badulla,7,11,52.0,0
Landslide,Maha Ulpatha,Badulla,3,7,88.0,0
Landslide,Wewathenna,Badulla,3,27,88.0,0
Landslide,Uda Arawa,Badulla,1,26,139.0,0
Landslide,Bandarawela,Badulla,5,13,141.0,0
Landslide,Bandarawela,Badulla,5,7,141.0,0
Landslide,Bandarawela,Badulla,11,26,279.0,0
Landslide,Bandarawela,Badulla,11,23,279.0,0
Landslide,Bandarawela,Badulla,10,16,280.0,0
Landslide,Bandarawela,Badulla,3,22,88.0,0
Landslide,Bandarawela,Badulla,5,19,141.0,0
Landslide,Bandarawela,Badulla,5,11,141.0,0
Landslide,Bandarawela,Badulla,1,17,139.0,0
Landslide,Rideemaliyadda,Badulla,12,26,669.5,1
Landslide,Kandaketiya,Badulla,12,26,669.5,1
Landslide,Haputale,Badulla,12,23,669.5,1
Landslide,Welimada,Badulla,12,25,669.5,1
Landslide,Bandarawela,Badulla,12,25,669.5,1
Landslide,Soranathota,Badulla,12,27,669.5,1
Landslide,Mahiyanganaya,Badulla,12,27,669.5,1
Landslide,Obada Ella,Badulla,2,2,94.0,0
Landslide,Mathetilla,Badulla,1,26,139.0,0
Landslide,Makul Ella,Badulla,1,2,139.0,0
Landslide,Bandarawela,Badulla,11,11,279.0,0
Landslide,Bandarawela,Badulla,11,1,279.0,0
Landslide,Kebillawela,Badulla,1,3,139.0,0
Landslide,Stthomas Rd,Badulla,1,9,139.0,0
Landslide,Stthomas Rd,Badulla,1,15,139.0,0
Landslide,Passara,Badulla,5,12,97.8,1
Landslide,Maha Ulpatha,Badulla,1,25,139.0,0
Landslide,Bandarawela Town,Badulla,10,1,280.0,0
Landslide,Bandarawela,Badulla,1,6,139.0,0
Landslide,Bandarawela,Badulla,1,7,139.0,0
Landslide,Darahitawanagoda,Badulla,9,6,130.0,0
Landslide,Mahaulpatha,Badulla,5,4,141.0,0
Landslide,Bandarawela,Badulla,1,2,139.0,0
Landslide,Liyangahawela,Badulla,5,22,141.0,0
Landslide,Passara,Badulla,3,14,88.0,0
Landslide,Bandarawela,Badulla,5,21,141.0,0
Landslide,Bandarawela,Badulla,12,11,223.0,0
Landslide,Halpe,Badulla,11,9,279.0,0
Landslide,Yahalawela,Badulla,11,10,279.0,0
Landslide,Demodara,Badulla,11,19,279.0,0
Landslide,Palleperuwa,Badulla,11,29,279.0,0
Landslide,Idamegama,Badulla,11,15,279.0,0
Landslide,Dowa,Badulla,11,17,279.0,0
Landslide,Haldummulla,Badulla,5,7,309.4,1
Landslide,Welimada,Badulla,5,7,309.4,1
Landslide,Haputale,Badulla,5,7,309.4,1
Landslide,Rawana Ella,Badulla,11,17,279.0,0
Landslide,Udakubalwela,Badulla,11,23,279.0,0
Landslide,Pupula,Badulla,11,16,279.0,0
Landslide,Demodara,Badulla,4,6,169.0,0
Landslide,B Yapamma,Badulla,11,26,279.0,0
Landslide,Metigahathenna,Badulla,12,1,223.0,0
Landslide,Peessagama,Badulla,12,20,223.0,0
Landslide,Janathapura North,Badulla,12,4,223.0,0
Landslide,Arawa Kumbura,Badulla,10,16,280.0,0
Landslide,Weragoda,Badulla,12,3,223.0,0
Landslide,Uva Paranagama,Badulla,12,23,223.0,0
Landslide,Pallekiruma,Badulla,12,25,223.0,0
Landslide,Sumudugama,Badulla,12,7,223.0,0
Landslide,Karandagolla,Badulla,11,30,279.0,0
Landslide,Haputale,Badulla,3,11,282.9,1
Landslide,Kirinda,Badulla,11,25,279.0,0
Landslide,Navulla,Badulla,11,1,279.0,0
Landslide,Bandarawela,Badulla,12,15,223.0,0
Landslide,Maketilla,Badulla,3,18,88.0,0
Landslide,Kebillawela North,Badulla,4,26,169.0,0
Landslide,Ambegoda,Badulla,3,10,88.0,0
Landslide,Wewathenna,Badulla,3,21,88.0,0
Landslide,Nawela East,Badulla,11,29,279.0,0
Landslide,Maduragama,Badulla,11,18,279.0,0
Landslide,Ilukpelessa,Badulla,11,8,279.0,0
Landslide,Yahalawela,Badulla,11,5,279.0,0
Landslide,Ella,Badulla,11,12,279.0,0
Landslide,Pupula East,Badulla,11,21,279.0,0
Landslide,Gawarawela,Badulla,11,25,279.0,0
Landslide,Hettipola,Badulla,11,29,279.0,0
Landslide,Ballaketuwa,Badulla,11,25,279.0,0
Landslide,Piyarapandoowagm,Badulla,11,29,279.0,0
Landslide,Beddewela,Badulla,11,28,279.0,0
Landslide,Nawela West,Badulla,11,23,279.0,0
Landslide,Dodamgoda,Badulla,11,9,279.0,0
Landslide,Kithalella,Badulla,11,15,279.0,0
Landslide,Newberg,Badulla,11,29,279.0,0
Landslide,Passara,Badulla,4,17,169.0,0
Landslide,Passara,Badulla,3,7,88.0,0
Landslide,Passara,Badulla,3,24,88.0,0
Landslide,Bandarawela,Badulla,5,3,141.0,0
Landslide,Uva Paranagama,Badulla,12,7,223.0,0
Landslide,Uva Paranagama,Badulla,11,14,279.0,0
Landslide,Komarika,Badulla,1,18,139.0,0
Landslide,Passara,Badulla,3,2,88.0,0
Landslide,Haldummulla,Badulla,4,16,169.0,0
Landslide,Passara,Badulla,2,25,94.0,0
Landslide,Passara,Badulla,3,4,88.0,0
Landslide,Haldummulla,Badulla,2,11,94.0,0
Landslide,Haldummulla,Badulla,3,20,88.0,0
Landslide,Haldummulla,Badulla,11,27,279.0,0
Landslide,Haliela,Badulla,12,8,223.0,0
Landslide,Haliela,Badulla,1,5,139.0,0
Landslide,Haliela,Badulla,1,2,139.0,0
Landslide,Passara,Badulla,12,7,223.0,0
Landslide,Haliela,Badulla,2,12,94.0,0
Landslide,Haliela,Badulla,3,24,88.0,0
Landslide,Haliela,Badulla,3,2,88.0,0
Landslide,Haliela,Badulla,12,11,223.0,0
Landslide,Soranathota,Badulla,7,28,52.0,0
Landslide,Bandarawela,Badulla,10,14,280.0,0
Landslide,Haputale,Badulla,12,20,223.0,0
Landslide,Haliela,Badulla,12,28,223.0,0
Landslide,Passara,Badulla,12,13,223.0,0
Landslide,Badulla,Badulla,1,5,139.0,0
Landslide,Soranathota,Badulla,1,21,139.0,0
Landslide,Haliela,Badulla,3,7,88.0,0
Landslide,Bandarawela,Badulla,1,28,139.0,0
Landslide,Passara,Badulla,1,4,139.0,0
Landslide,Uva Paranagama,Badulla,11,23,279.0,0
Landslide,Ambathenna,Badulla,5,15,141.0,1
Landslide,Ambathenna,Badulla,5,10,141.0,0
Landslide,Meeriyabedda,Badulla,5,30,141.0,0
Landslide,Welgolla,Badulla,5,22,141.0,0
Landslide,Palawatta,Badulla,5,8,141.0,0
Landslide,Ambagasdowa,Badulla,1,30,139.0,0
Landslide,Maussagolla East,Badulla,5,22,141.0,0
Landslide,Kalupahana,Badulla,5,9,175.2,0
Landslide,Beragala,Badulla,4,7,328.9,0
Landslide,Udakohovila,Badulla,1,9,139.0,0
Landslide,Passara,Badulla,2,18,94.0,0
Landslide,Kohovila,Badulla,1,8,139.0,0
Landslide,Godunna,Badulla,11,28,279.0,0
Landslide,Madugamuwa,Badulla,11,4,279.0,0
Landslide,Kirivehera,Badulla,11,22,279.0,0
Landslide,Kivulegedara,Badulla,11,12,279.0,0
Landslide,Thalakumbura,Badulla,11,26,279.0,0
Landslide,Galauda,Badulla,11,26,279.0,0
Landslide,Thennapanguwa,Badulla,11,25,279.0,0
Landslide,Beramada,Badulla,11,20,279.0,0
Landslide,Bopitiya,Badulla,11,9,279.0,0
Landslide,Uva Paranagama,Badulla,2,16,94.0,0
Landslide,Creig Watta,Badulla,10,13,280.0,0
Landslide,Badulla,Badulla,3,18,88.0,0
Landslide,Ella,Badulla,11,4,279.0,0
Landslide,Nallamale,Badulla,12,12,223.0,1
Landslide,Hali Ela,Badulla,3,13,88.0,1
Landslide,Samagipura,Badulla,3,13,88.0,1
Landslide,Bogahamaditta,Badulla,3,13,88.0,1
Landslide,Mahawattegama,Badulla,3,13,88.0,1
Landslide,Mahawattegama,Badulla,12,3,223.0,1
Landslide,Jagulla,Badulla,2,15,94.0,1
Landslide,Singhepura,Badulla,7,1,52.0,1
Landslide,Mahawattegama,Badulla,4,1,169.0,1
Landslide,Ilukkaniggedara,Badulla,12,24,223.0,1
Landslide,Kotabakma,Badulla,11,20,279.0,1
Landslide,Pattipola,Badulla,3,13,88.0,1
Landslide,Ranasinghagama,Badulla,1,3,139.0,1
Landslide,Palawatta,Badulla,3,13,88.0,1
Landslide,Kahataruppa,Badulla,3,13,88.0,1
Landslide,Dambewela,Badulla,8,2,74.0,1
Landslide,Koslanda,Badulla,4,27,169.0,1
Landslide,Keppetipola,Badulla,2,11,158.7,0
Landslide,Maussagolla,Badulla,12,3,223.0,1
Landslide,Ukdaduhena,Badulla,12,21,223.0,1
Landslide,Palagolla,Badulla,12,3,223.0,1
Landslide,Kanawerella East,Badulla,7,1,52.0,1
Landslide,Maussagolla West,Badulla,2,13,94.0,1
Landslide,Viharagala,Badulla,10,2,280.0,1
Landslide,Mugunumatha East,Badulla,3,13,88.0,1
Landslide,Mugunumatha West,Badulla,3,13,88.0,1
Landslide,Unagolla,Badulla,3,13,88.0,1
Landslide,Beragala,Badulla,11,8,440.3,0
Landslide,Galahagama,Badulla,9,11,130.0,1
Landslide,Kailagoda,Badulla,6,29,5.4,0
Landslide,Thalhenapuswallawa,Badulla,10,14,334.5,0
Landslide,Kotabasna,Badulla,10,21,334.5,0
Landslide,Kotabanda D,Badulla,10,17,334.5,0
Landslide,Demodara,Badulla,5,27,0.4,0
Landslide,Yahalewela,Badulla,11,27,279.0,1
Landslide,Malangamuwa,Badulla,12,3,223.0,1
Landslide,Gediyaroda,Badulla,9,1,130.0,1
Landslide,Dikpitiya,Badulla,9,1,130.0,1
Landslide,Andeniya,Badulla,8,1,74.0,1
Landslide,Udagama,Badulla,12,14,223.0,1
Landslide,Pattipola,Badulla,12,14,223.0,1
Landslide,Morethota,Badulla,12,14,223.0,1
Landslide,Glananor,Badulla,12,21,223.0,1
Landslide,Bandarawela,Badulla,10,20,280.0,1
Landslide,Rideepana,Badulla,7,30,52.0,1
Landslide,Bogahamaditta,Badulla,12,15,223.0,1
Landslide,Mudunpita,Badulla,3,14,88.0,1
Landslide,Kandana,Badulla,3,13,88.0,1
Landslide,Godegama,Badulla,3,13,88.0,1
Landslide,Hapuwalakumbura,Badulla,3,13,88.0,1
Landslide,Meeriyabedda,Badulla,5,15,141.0,1
Landslide,Pitamaruwa,Badulla,1,9,139.0,0
Landslide,Welgolla,Badulla,5,15,141.0,1
Landslide,Ambagasdowa,Badulla,1,12,139.0,1
Landslide,Koslanda,Badulla,4,21,169.0,0
Landslide,Dambewela,Badulla,8,22,74.0,0
Landslide,Kahataruppa,Badulla,3,27,88.0,0
Landslide,Palawatta,Badulla,3,22,88.0,0
Landslide,Viharagala,Badulla,10,5,280.0,0
Landslide,Ranasinghagama,Badulla,1,1,139.0,0
Landslide,Kotabakma,Badulla,11,24,279.0,0
Landslide,Ilukkaniggedara,Badulla,12,26,223.0,0
Landslide,Mahawattegama,Badulla,4,3,169.0,0
Landslide,Singhepura,Badulla,7,26,52.0,0
Landslide,Maussagolla,Badulla,12,15,223.0,0
Landslide,Jagulla,Badulla,2,19,94.0,0
Landslide,Mahawattegama,Badulla,12,10,223.0,0
Landslide,Mahawattegama,Badulla,3,14,88.0,0
Landslide,Beragala,Badulla,11,25,440.3,1
Landslide,Bogahamaditta,Badulla,3,29,88.0,0
Landslide,Samagipura,Badulla,3,16,88.0,0
Landslide,Hali Ela,Badulla,3,12,88.0,0
Landslide,Pattipola,Badulla,3,8,88.0,0
Landslide,Mugunumatha East,Badulla,3,1,88.0,0
Landslide,Welimada,Badulla,12,19,223.0,0
Landslide,Welimada,Badulla,1,19,139.0,0
Landslide,Mahawattegama,Badulla,12,20,223.0,0
Landslide,Mugunumatha West,Badulla,3,21,88.0,0
Landslide,Ukdaduhena,Badulla,12,6,223.0,0
Landslide,Kanawerella East,Badulla,7,3,52.0,0
Landslide,Demodara,Badulla,5,29,0.4,1
Landslide,Thaldena,Badulla,1,29,139.0,0
Landslide,Uva Paranagama,Badulla,12,21,223.0,0
Landslide,Springvalley,Badulla,3,16,88.0,0
Landslide,Lunugala,Badulla,12,26,669.5,1
Landslide,Uva Paranagama,Badulla,11,14,279.0,0
Landslide,Springvally Estate,Badulla,3,2,88.0,0
Landslide,Weerakongama,Badulla,12,19,223.0,0
Landslide,Godunna,Badulla,2,28,94.0,0
Landslide,Kotabanda D,Badulla,10,11,334.5,1
Landslide,Palagolla,Badulla,12,13,223.0,0
Landslide,Kotabasna,Badulla,10,11,334.5,1
Landslide,Kailagoda,Badulla,6,1,5.4,1
Landslide,Uva Paranagama,Badulla,5,6,141.0,0
Landslide,Uva Paranagama,Badulla,12,24,223.0,0
Landslide,Uva Paranagama,Badulla,12,21,223.0,0
Landslide,Welimada,Badulla,12,12,223.0,0
Landslide,Welimada,Badulla,5,28,141.0,0
Landslide,Welimada,Badulla,11,24,279.0,0
Landslide,Kindigoda,Badulla,2,17,94.0,0
Landslide,Werawella,Badulla,7,30,52.0,0
Landslide,Maussagolla West,Badulla,2,18,94.0,0
Landslide,Thalhenapuswallawa,Badulla,10,1,334.5,1
Landslide,Unagolla,Badulla,3,8,88.0,0
Landslide,Hapuwalakumbura,Badulla,3,23,88.0,0
Landslide,Godegama,Badulla,3,21,88.0,0
Landslide,Haliela,Badulla,11,5,279.0,0
Landslide,Passara,Badulla,11,2,279.0,0
Landslide,Bopitiya,Badulla,11,1,279.0,1
Landslide,Beramada,Badulla,11,1,279.0,1
Landslide,Thennapanguwa,Badulla,11,1,279.0,1
Landslide,Galauda,Badulla,11,1,279.0,1
Landslide,Thalakumbura,Badulla,11,1,279.0,1
Landslide,Kivulegedara,Badulla,11,1,279.0,1
Landslide,Kirivehera,Badulla,11,1,279.0,1
Landslide,Madugamuwa,Badulla,11,1,279.0,1
Landslide,Badulla,Badulla,11,20,279.0,0
Landslide,Godunna,Badulla,11,1,279.0,1
Landslide,Kohovila,Badulla,1,15,139.0,1
Landslide,Udakohovila,Badulla,1,15,139.0,1
Landslide,Beragala,Badulla,4,26,328.9,1
Landslide,Kalupahana,Badulla,5,26,175.2,1
Landslide,Haldummulla,Badulla,11,27,279.0,0
Landslide,Bandarawela,Badulla,11,11,279.0,0
Landslide,Ella,Badulla,11,4,279.0,0
Landslide,Haputale,Badulla,11,19,279.0,0
Landslide,Haldummulla,Badulla,11,25,279.0,0
Landslide,Maussagolla East,Badulla,5,15,141.0,1
Landslide,Creig Watta,Badulla,10,20,280.0,1
Landslide,Badulla,Badulla,10,21,280.0,0
Landslide,Haliela,Badulla,1,17,139.0,0
Landslide,Passara,Badulla,3,20,88.0,0
Landslide,Kandana,Badulla,3,24,88.0,0
Landslide,Mudunpita,Badulla,3,8,88.0,0
Landslide,Mudunpita,Badulla,3,25,88.0,0
Landslide,Bogahamaditta,Badulla,12,18,223.0,0
Landslide,Rideepana,Badulla,7,6,52.0,0
Landslide,Bandarawela,Badulla,10,5,280.0,0
Landslide,Glananor,Badulla,12,2,223.0,0
Landslide,Morethota,Badulla,12,18,223.0,0
Landslide,Pattipola,Badulla,12,19,223.0,0
Landslide,Udagama,Badulla,12,28,223.0,0
Landslide,Andeniya,Badulla,8,26,74.0,0
Landslide,Dikpitiya,Badulla,9,13,130.0,0
Landslide,Gediyaroda,Badulla,9,18,130.0,0
Landslide,Malangamuwa,Badulla,12,15,223.0,0
Landslide,Yahalewela,Badulla,11,22,279.0,0
Landslide,Welimada,Badulla,5,21,141.0,0
Landslide,Welimada,Badulla,12,3,223.0,0
Landslide,Welimada,Badulla,12,10,223.0,0
Landslide,Welimada,Badulla,6,28,54.0,0
Landslide,Galahagama,Badulla,9,3,130.0,0
Landslide,Nallamale,Badulla,12,23,223.0,0
Landslide,Haldummulla,Badulla,12,23,223.0,0
Landslide,Welimada,Badulla,12,25,223.0,0
Landslide,Palawatta,Badulla,5,15,141.0,1
Landslide,Haliela,Badulla,12,26,669.5,1
Landslide,Uva Paranagama,Badulla,12,22,669.5,1
Landslide,Werawella,Badulla,7,11,52.0,1
Landslide,Passara,Badulla,12,26,223.0,1
Landslide,Passara,Badulla,3,15,88.0,1
Landslide,Passara,Badulla,1,15,139.0,1
Landslide,Haliela,Badulla,4,5,169.0,1
Landslide,Haliela,Badulla,1,8,139.0,1
Landslide,Haliela,Badulla,12,23,223.0,1
Landslide,Haliela,Badulla,12,22,223.0,1
Landslide,Uva Paranagama,Badulla,7,6,52.0,1
Landslide,Uva Paranagama,Badulla,12,20,223.0,1
Landslide,Uva Paranagama,Badulla,6,19,54.0,1
Landslide,Passara,Badulla,3,3,88.0,1
Landslide,Uva Paranagama,Badulla,11,20,279.0,1
Landslide,Uva Paranagama,Badulla,12,19,223.0,1
Landslide,Uva Paranagama,Badulla,11,19,279.0,1
Landslide,Uva Paranagama,Badulla,9,9,130.0,1
Landslide,Uva Paranagama,Badulla,11,15,279.0,1
Landslide,Uva Paranagama,Badulla,6,14,54.0,1
Landslide,Uva Paranagama,Badulla,12,11,223.0,1
Landslide,Uva Paranagama,Badulla,12,16,223.0,1
Landslide,Uva Paranagama,Badulla,12,18,223.0,1
Landslide,Uva Paranagama,Badulla,11,9,279.0,1
Landslide,Uva Paranagama,Badulla,11,16,279.0,1
Landslide,Uva Paranagama,Badulla,11,19,279.0,1
Landslide,Passara,Badulla,3,19,88.0,1
Landslide,Passara,Badulla,4,20,169.0,1
Landslide,Bandarawela,Badulla,10,25,280.0,1
Landslide,Bandarawela,Badulla,7,5,52.0,1
Landslide,Bandarawela,Badulla,4,20,169.0,1
Landslide,Bandarawela,Badulla,4,10,169.0,1
Landslide,Bandarawela,Badulla,12,1,223.0,1
Landslide,Bandarawela,Badulla,12,5,223.0,1
Landslide,Bandarawela,Badulla,2,9,94.0,1
Landslide,Bandarawela,Badulla,2,1,94.0,1
Landslide,Bandarawela,Badulla,10,30,280.0,1
Landslide,Bandarawela,Badulla,1,22,139.0,1
Landslide,Bandarawela,Badulla,1,20,139.0,1
Landslide,Bandarawela,Badulla,1,15,139.0,1
Landslide,Bandarawela,Badulla,2,20,94.0,1
Landslide,Bandarawela,Badulla,2,15,94.0,1
Landslide,Bandarawela,Badulla,12,18,223.0,1
Landslide,Bandarawela,Badulla,12,10,223.0,1
Landslide,Bandarawela,Badulla,11,2,279.0,1
Landslide,Bandarawela,Badulla,11,14,279.0,1
Landslide,Bandarawela,Badulla,11,9,279.0,1
Landslide,Bandarawela,Badulla,11,15,279.0,1
Landslide,Bandarawela,Badulla,11,20,279.0,1
Landslide,Bandarawela,Badulla,11,19,279.0,1
Landslide,Bandarawela,Badulla,11,21,279.0,1
Landslide,Bandarawela,Badulla,11,10,279.0,1
Landslide,Uva Paranagama,Badulla,5,5,141.0,1
Landslide,Uva Paranagama,Badulla,12,28,223.0,1
Landslide,Uva Paranagama,Badulla,12,17,223.0,1
Landslide,Welimada,Badulla,12,18,223.0,1
Landslide,Haldummulla,Badulla,11,28,279.0,1
Landslide,Haputale,Badulla,11,28,279.0,1
Landslide,Haldummulla,Badulla,11,22,279.0,1
Landslide,Haldummulla,Badulla,11,4,279.0,0
Landslide,Haldummulla,Badulla,11,11,279.0,0
Landslide,Haldummulla,Badulla,11,15,279.0,0
Landslide,Kandaketiya,Badulla,1,17,139.0,0
Landslide,Haputale,Badulla,1,21,139.0,1
Landslide,Uva Paranagama,Badulla,1,2,139.0,1
Landslide,Kandaketiya,Badulla,1,15,139.0,1
Landslide,Haputale,Badulla,11,20,279.0,1
Landslide,Uva Paranagama,Badulla,12,15,223.0,1
Landslide,Haldummulla,Badulla,5,11,141.0,1
Landslide,Haldummulla,Badulla,5,6,141.0,1
Landslide,Haputale,Badulla,1,16,139.0,1
Landslide,Badulla,Badulla,1,20,139.0,0
Landslide,Haputale,Badulla,2,6,94.0,0
Landslide,Lunugala Town,Badulla,11,26,279.0,0
Landslide,Alakolagala,Badulla,11,10,279.0,0
Landslide,Colombobadulla Railway,Badulla,1,28,139.0,0
Landslide,Koslanda,Badulla,6,24,54.0,0
Landslide,Beragala,Badulla,9,7,130.0,0
Landslide,Haldummulla,Badulla,11,20,279.0,0
Landslide,Passara,Badulla,11,28,279.0,1
Landslide,Bandarawela,Badulla,7,2,52.0,1
Landslide,Badulla,Badulla,11,28,279.0,1
Landslide,Badulla,Badulla,10,22,280.0,1
Landslide,Welimada,Badulla,5,2,141.0,1
Landslide,Welimada,Badulla,11,18,279.0,1
Landslide,Welimada,Badulla,12,1,223.0,1
Landslide,Welimada,Badulla,1,11,139.0,1
Landslide,Welimada,Badulla,5,15,141.0,1
Landslide,Welimada,Badulla,12,15,223.0,1
