Disaster,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,Kundumadu,Ampara,2008,6,1,69.6,1
Flood,Karativu,Ampara,2011,11,22,458.9,0
Flood,Ampara,Ampara,2011,11,19,458.9,0
Flood,Ninthavur,Ampara,2002,11,5,406.8,1
Flood,Ninthavur,Ampara,2001,12,10,553.1,1
Flood,Sayinthamarathu,Ampara,2002,11,5,406.8,1
Flood,Thirukkovil,Ampara,2000,12,26,553.1,1
Flood,Thirukkovil,Ampara,2003,1,5,271.1,1
Flood,Damana,Ampara,2003,5,1,165.0,1
Flood,Karativu,Ampara,2019,11,25,406.8,1
Flood,Kalmunai Tamil,Ampara,2019,11,25,406.8,1
Flood,Pothuvil,Ampara,2011,11,29,458.9,0
Flood,Akkaraipattukarunkoditivu,Ampara,2019,12,5,553.1,1
Flood,Thirukkovil,Ampara,2019,11,30,406.8,1
Flood,Ninthavur,Ampara,2019,12,4,553.1,1
Flood,Ampara,Ampara,2019,12,4,553.1,1
Flood,Pothuvil,Ampara,2013,10,9,133.0,1
Flood,Sayinthamarathu,Ampara,2019,12,4,553.1,1
Flood,Addalachchenai,Ampara,2019,12,4,553.1,1
Flood,Damana,Ampara,2019,12,3,553.1,1
Flood,Senanayakapura,Ampara,2013,1,25,433.9,1
Flood,Senagama,Ampara,2013,1,25,433.9,1
Flood,Lahugala,Ampara,2019,12,3,553.1,1
Flood,Pothuvil,Ampara,2019,12,5,553.1,1
Flood,Karativu,Ampara,2019,11,30,406.8,1
Flood,Eragama,Ampara,2011,11,29,458.9,0
Flood,Uhana,Ampara,2011,11,20,458.9,0
Flood,Ampara,Ampara,2013,1,16,433.9,0
Flood,Lahugala,Ampara,2006,12,21,553.1,1
Flood,Samanthurai,Ampara,2003,12,25,553.1,1
Flood,Uhana,Ampara,2013,1,2,433.9,0
Flood,Thurendimadu,Ampara,2008,8,30,113.5,0
Flood,Thikkanagar,Ampara,2008,6,16,69.6,0
Flood,Alayadiwembu,Ampara,2007,4,19,115.9,1
Flood,Alayadiwembu,Ampara,2005,1,6,271.1,1
Flood,Samanthurai,Ampara,2002,11,5,406.8,1
Flood,Pothuvil,Ampara,2005,12,10,553.1,1
Flood,Lahugala,Ampara,2011,11,17,458.9,0
Flood,Navithanveli,Ampara,2004,12,10,553.1,1
Flood,Annamalai,Ampara,2007,12,5,553.1,0
Flood,Navithanveli,Ampara,2003,1,24,271.1,1
Flood,Kalmunai,Ampara,2003,1,5,271.1,1
Flood,Ninthavur,Ampara,2013,1,25,433.9,1
Flood,Thikkanagar,Ampara,2013,1,25,433.9,1
Flood,Karativu,Ampara,2013,1,25,433.9,1
Flood,Ninthavur,Ampara,2006,12,18,553.1,1
Flood,Sainthamarathu,Ampara,2004,3,11,78.3,1
Flood,Karativu,Ampara,2001,1,30,271.1,1
Flood,Sainthamarathu,Ampara,2003,12,16,553.1,1
Flood,Panama,Ampara,2008,6,7,69.6,0
Flood,Padiyathalawa,Ampara,2000,12,20,553.1,1
Flood,Alayadiwembu,Ampara,2019,11,30,406.8,1
Flood,Ampara,Ampara,2012,12,18,430.5,1
Flood,Karativu,Ampara,2008,1,7,271.1,0
Flood,Sayinthamarathu,Ampara,2008,3,20,78.3,0
Flood,Akkaraipattukarunkoditivu,Ampara,2008,3,11,78.3,0
Flood,Kalmunai Tamil,Ampara,2008,3,29,78.3,0
Flood,Alayadiwembu,Ampara,2008,3,5,78.3,0
Flood,Karativu,Ampara,2008,3,9,78.3,0
Flood,Addalachchenai,Ampara,2008,3,30,78.3,0
Flood,Pothuvil,Ampara,2008,3,15,78.3,0
Flood,Samanthurai,Ampara,2008,3,16,78.3,0
Flood,Thirukkovil,Ampara,2008,3,25,78.3,0
Flood,Samanthurai,Ampara,2008,1,30,271.1,0
Flood,Mahaoya,Ampara,2008,3,4,78.3,0
Flood,Panama,Ampara,2007,1,10,271.1,0
Flood,All District,Ampara,2011,9,21,52.5,1
Flood,Hulannuga,Ampara,2006,12,7,553.1,0
Flood,Lahugala,Ampara,2007,1,5,271.1,0
Flood,Sammanthurai,Ampara,2003,12,17,553.1,0
Flood,Sammanthurai,Ampara,2003,12,1,553.1,0
Flood,Karativu,Ampara,2019,10,29,304.5,1
Flood,Senagama,Ampara,2011,11,5,458.9,0
Flood,Panama,Ampara,2011,11,17,458.9,0
Flood,Varipathanchenai,Ampara,2011,11,17,458.9,0
Flood,Pulungasmulla,Ampara,2000,12,1,553.1,0
Flood,Uhana,Ampara,2019,11,30,406.8,1
Flood,Thirukkovil,Ampara,2008,1,25,271.1,0
Flood,Pulungasmulla,Ampara,2000,12,17,553.1,0
Flood,Pothuvil,Ampara,2012,12,18,430.5,1
Flood,Thirukkovil,Ampara,2012,12,18,430.5,1
Flood,Damana,Ampara,2012,12,18,430.5,1
Flood,Uhana,Ampara,2012,12,18,430.5,1
Flood,Dehiattakandiya,Ampara,2012,12,18,430.5,1
Flood,Samanthurai,Ampara,2019,12,3,553.1,1
Flood,Samanthurai,Ampara,2019,11,28,406.8,1
Flood,Panama,Ampara,2008,6,1,69.6,1
Flood,Alayadiwembu,Ampara,2006,9,4,172.5,0
Flood,Sayinthamarathu,Ampara,2003,12,4,553.1,0
Flood,Pothuvil,Ampara,2008,1,12,271.1,0
Flood,Akkaraipattukarunkoditivu,Ampara,2005,11,28,406.8,0
Flood,Kolavil,Ampara,2008,6,1,69.6,1
Flood,Mawanagama,Ampara,2004,10,30,304.5,0
Flood,Galkanda,Ampara,2004,10,22,304.5,0
Flood,Galmaduwa,Ampara,2003,5,16,165.0,0
Flood,Galmaduwa,Ampara,2003,5,24,165.0,0
Flood,Galmaduwa,Ampara,2003,5,30,165.0,0
Flood,Miriswatta,Ampara,2005,6,9,69.6,0
Flood,Miriswatta,Ampara,2005,6,23,69.6,0
Flood,Miriswatta,Ampara,2005,6,30,69.6,0
Flood,Ampara,Ampara,2008,1,3,271.1,0
Flood,Thurendimadu,Ampara,2008,8,1,113.5,1
Flood,Padiyathalawa,Ampara,2005,1,6,271.1,1
Flood,Akkaraipattu,Ampara,2013,1,25,433.9,1
Flood,Sainthamarathu,Ampara,2013,1,25,433.9,1
Flood,Komarie,Ampara,2008,12,3,553.1,1
Flood,Thikkanagar,Ampara,2008,12,3,553.1,1
Flood,Karativu,Ampara,2008,12,3,553.1,1
Flood,Kolavil,Ampara,2008,12,3,553.1,1
Flood,A Colony,Ampara,2007,4,19,115.9,1
Flood,Galkanda,Ampara,2008,7,1,80.1,1
Flood,Mahaoya,Ampara,2000,11,22,406.8,1
Flood,Samagipura,Ampara,2007,12,13,553.1,1
Flood,Kalmunai Tamil,Ampara,2008,12,3,553.1,1
Flood,Ampara,Ampara,2000,2,16,207.6,0
Flood,Sammanthurai,Ampara,2008,12,3,553.1,1
Flood,Ampara,Ampara,2000,11,19,406.8,0
Flood,Dehiattakandiya,Ampara,2000,11,17,406.8,0
Flood,Mahaoya,Ampara,2008,12,3,553.1,1
Flood,Paranagama,Ampara,2007,12,27,553.1,1
Flood,Annamalai,Ampara,2007,12,26,553.1,1
Flood,Akkaraipattu,Ampara,2008,12,3,553.1,1
Flood,Sainthamarathu,Ampara,2008,12,3,553.1,1
Flood,Mahaoya,Ampara,2001,1,8,271.1,0
Flood,Natpiddymunai,Ampara,2008,8,3,113.5,0
Flood,Natpiddymunai,Ampara,2008,8,22,113.5,0
Flood,Navithanveli,Ampara,2006,11,22,406.8,0
Flood,Thikkanagar,Ampara,2004,10,12,304.5,1
Flood,Navithanveli,Ampara,2006,11,13,406.8,0
Flood,Sangamam,Ampara,2008,12,3,553.1,1
Flood,Addalachchenai,Ampara,2013,1,18,433.9,0
Flood,Karativu,Ampara,2013,1,6,433.9,0
Flood,Thikkanagar,Ampara,2004,10,15,304.5,0
Flood,Pothuvil,Ampara,2000,11,18,406.8,1
Flood,Eragama,Ampara,2019,12,20,553.1,1
Flood,Senanayakapura,Ampara,2013,1,7,433.9,0
Flood,Ninthavur,Ampara,2002,11,2,406.8,0
Flood,Senagama,Ampara,2013,1,12,433.9,0
Flood,Ninthavur,Ampara,2001,12,2,553.1,0
Flood,Karativu,Ampara,2003,12,1,553.1,0
Flood,Sayinthamarathu,Ampara,2002,11,10,406.8,0
Flood,Dehiattakandiya,Ampara,2004,12,10,553.1,1
Flood,Thirukkovil,Ampara,2000,12,8,553.1,0
Flood,Karativu,Ampara,2000,12,19,553.1,0
Flood,Ninthavur,Ampara,2000,12,13,553.1,0
Flood,Samanthurai,Ampara,2013,1,14,433.9,0
Flood,Alayadiwembu,Ampara,2013,1,26,433.9,0
Flood,Sayinthamarathu,Ampara,2013,1,24,433.9,0
Flood,Akkaraipattukarunkoditivu,Ampara,2013,1,1,433.9,0
Flood,Natpiddymunai,Ampara,2008,8,1,113.5,1
Flood,Navithanveli,Ampara,2006,11,1,406.8,1
Flood,Annamalai,Ampara,2006,1,10,271.1,1
Flood,Ninthavur,Ampara,2013,1,14,433.9,0
Flood,Thirukkovil,Ampara,2003,1,19,271.1,0
Flood,Navithanveli,Ampara,2006,11,4,406.8,0
Flood,Navithanveli,Ampara,2006,11,17,406.8,0
Flood,Annamalai,Ampara,2006,1,17,271.1,0
Flood,Paranagama,Ampara,2007,12,22,553.1,0
Flood,Paranagama,Ampara,2007,12,3,553.1,0
Flood,Thikkanagar,Ampara,2008,6,1,69.6,1
Flood,Akkaraipattu,Ampara,2008,8,1,113.5,1
Flood,Annamalai,Ampara,2007,12,21,553.1,0
Flood,Annamalai,Ampara,2007,12,25,553.1,0
Flood,Sammanthurai,Ampara,2013,5,13,30.9,1
Flood,Annamalai,Ampara,2007,12,13,553.1,0
Flood,Annamalai,Ampara,2007,12,29,553.1,0
Flood,Kalmunai Muslim Section,Ampara,2004,10,12,304.5,1
Flood,Paranagama,Ampara,2007,12,17,553.1,0
Flood,Karativu,Ampara,2004,10,12,304.5,1
Flood,Ninthavur,Ampara,2004,10,12,304.5,1
Flood,Akkaraipattu,Ampara,2004,10,12,304.5,1
Flood,Kolavil,Ampara,2004,10,12,304.5,1
Flood,Panama,Ampara,2004,10,12,304.5,1
Flood,Senanayakapura,Ampara,2008,8,1,113.5,1
Flood,Annamalai,Ampara,2007,12,4,553.1,0
Flood,Damana,Ampara,2003,1,5,271.1,1
Flood,Sammanthurai,Ampara,2013,1,25,433.9,1
Flood,Karativu,Ampara,2013,1,3,433.9,0
Flood,Kolavil,Ampara,2013,1,25,433.9,1
Flood,Sangamam,Ampara,2004,10,12,304.5,1
Flood,Damana,Ampara,2004,12,10,553.1,1
Flood,Mahaoya,Ampara,2008,12,18,553.1,0
Flood,Samagipura,Ampara,2007,12,14,553.1,0
Flood,Annamalai,Ampara,2006,1,11,271.1,0
Flood,Annamalai,Ampara,2006,1,27,271.1,0
Flood,Annamalai,Ampara,2006,1,12,271.1,0
Flood,Karativu,Ampara,2008,8,1,113.5,1
Flood,Annamalai,Ampara,2006,1,30,271.1,0
Flood,Annamalai,Ampara,2006,1,28,271.1,0
Flood,Sammanthurai,Ampara,2008,6,1,69.6,1
Flood,Annamalai,Ampara,2006,1,8,271.1,0
Flood,A Colony,Ampara,2007,4,13,115.9,0
Flood,Galkanda,Ampara,2008,7,4,80.1,0
Flood,Sangamam,Ampara,2008,8,1,113.5,1
Flood,Ampara,Ampara,2013,1,25,433.9,1
Flood,Damana,Ampara,2000,4,2,115.9,1
Flood,Thikkanagar,Ampara,2000,4,2,115.9,1
Flood,Akkaraipattu,Ampara,2000,4,2,115.9,1
Flood,Sangamam,Ampara,2000,4,2,115.9,1
Flood,Komarie,Ampara,2000,4,2,115.9,1
Flood,Panama,Ampara,2000,1,2,271.1,1
Flood,Sangamam,Ampara,2000,11,18,406.8,1
Flood,Akkaraipattu,Ampara,2000,11,18,406.8,1
Flood,Kalmunai Muslim Section,Ampara,2000,11,18,406.8,1
Flood,Navatkadu,Ampara,2008,6,1,69.6,1
Flood,Mahaoya,Ampara,2000,11,28,406.8,0
Flood,Komarie,Ampara,2011,11,29,458.9,0
Flood,Karativu,Ampara,2019,10,11,304.5,0
Flood,Komarie,Ampara,2000,11,7,406.8,0
Flood,Bogamuyaya,Ampara,2008,12,3,553.1,1
Flood,Alayadiwembu,Ampara,2008,3,12,78.3,1
Flood,Kalmunai Tamil,Ampara,2008,3,12,78.3,1
Flood,Lahugala,Ampara,2008,1,21,271.1,0
Flood,Addalachchenai,Ampara,2008,1,19,271.1,0
Flood,Akkaraipattukarunkoditivu,Ampara,2008,1,3,271.1,0
Flood,Alayadiwembu,Ampara,2008,1,29,271.1,0
Flood,Kalmunai,Ampara,2008,1,30,271.1,0
Flood,Navithanveli,Ampara,2006,1,8,271.1,0
Flood,Navithanveli,Ampara,2006,10,14,304.5,0
Flood,Damana,Ampara,2007,4,25,115.9,0
Flood,Karativu,Ampara,2008,3,12,78.3,1
Flood,Damana,Ampara,2008,1,17,271.1,0
Flood,Ampara,Ampara,2008,3,8,78.3,0
Flood,Ampara,Ampara,2008,5,21,165.0,0
Flood,Komarie,Ampara,2000,11,18,406.8,1
Flood,Karativu,Ampara,2000,11,18,406.8,1
Flood,Uhana,Ampara,2009,4,9,115.9,0
Flood,Uhana,Ampara,2006,1,6,271.1,0
Flood,Mahaoya,Ampara,2000,11,16,406.8,0
Flood,Mahaoya,Ampara,2002,11,13,406.8,0
Flood,Mahaoya,Ampara,2003,12,13,553.1,0
Flood,Sainthamarathu,Ampara,2003,12,3,553.1,0
Flood,Ampara,Ampara,2008,3,21,78.3,0
Flood,Kolavil,Ampara,2000,12,26,553.1,1
Flood,All District,Ampara,2011,8,19,10.1,0
Flood,Uhana,Ampara,2004,12,21,553.1,0
Flood,All District,Ampara,2011,9,18,52.5,0
Flood,Karativu,Ampara,2011,11,25,458.9,1
Flood,Thirukkovil,Ampara,2008,3,12,78.3,1
Flood,Senanayakapura,Ampara,2011,11,25,458.9,1
Flood,Padiyathalawa,Ampara,2008,1,30,271.1,0
Flood,Padiyathalawa,Ampara,2006,12,2,553.1,0
Flood,Hulannuga,Ampara,2006,12,17,553.1,1
Flood,Panama,Ampara,2007,1,14,271.1,1
Flood,Mahaoya,Ampara,2001,1,1,271.1,0
Flood,Sayinthamarathu,Ampara,2004,11,30,406.8,0
Flood,Lahugala,Ampara,2007,1,14,271.1,1
Flood,Karativu,Ampara,2001,1,10,271.1,0
Flood,Samanthurai,Ampara,2008,3,12,78.3,1
Flood,Miriswatta,Ampara,2005,6,1,69.6,1
Flood,Galmaduwa,Ampara,2003,5,1,165.0,1
Flood,Pothuvil,Ampara,2008,3,12,78.3,1
Flood,Galkanda,Ampara,2004,10,12,304.5,1
Flood,Addalachchenai,Ampara,2008,3,12,78.3,1
Flood,Mawanagama,Ampara,2004,10,12,304.5,1
Flood,Samanthurai,Ampara,2013,5,13,30.9,1
Flood,Mahaoya,Ampara,2008,1,10,271.1,0
Flood,Uhana,Ampara,2006,8,18,113.5,0
Flood,Pulungasmulla,Ampara,2000,12,20,553.1,1
Flood,Sammanthurai,Ampara,2003,12,25,553.1,1
Flood,Akkaraipattu,Ampara,2000,12,26,553.1,1
Flood,Kalmunai Muslim Section,Ampara,2000,12,26,553.1,1
Flood,Karativu,Ampara,2009,12,5,553.1,0
Flood,Ninthavur,Ampara,2009,10,12,304.5,1
Flood,Kolavil,Ampara,2009,10,12,304.5,1
Flood,Karativu,Ampara,2009,10,12,304.5,1
Flood,Sangamam,Ampara,2009,10,12,304.5,1
Flood,Alayadiwembu,Ampara,2009,12,17,553.1,0
Flood,Ninthavur,Ampara,2009,12,15,553.1,0
Flood,Bogamuyaya,Ampara,2008,12,22,553.1,0
Flood,Sainthamarathu,Ampara,2009,10,12,304.5,1
Flood,Ninthavur,Ampara,2003,12,25,553.1,1
Flood,Thirukkovil,Ampara,2009,12,28,553.1,0
Flood,Ninthavur,Ampara,2007,4,19,115.9,1
Flood,Ampara,Ampara,2011,11,25,458.9,1
Flood,Pothuvil,Ampara,2011,11,25,458.9,1
Flood,Eragama,Ampara,2011,11,25,458.9,1
Flood,Lahugala,Ampara,2011,11,25,458.9,1
Flood,Uhana,Ampara,2011,11,25,458.9,1
Flood,Samanthurai,Ampara,2013,1,25,433.9,1
Flood,Alayadiwembu,Ampara,2013,1,25,433.9,1
Flood,Sayinthamarathu,Ampara,2013,1,25,433.9,1
Flood,Akkaraipattukarunkoditivu,Ampara,2013,1,25,433.9,1
Flood,Addalachchenai,Ampara,2013,1,25,433.9,1
Flood,Sayinthamarathu,Ampara,2003,12,16,553.1,1
Flood,Thikkanagar,Ampara,2000,12,26,553.1,1
Flood,Sayinthamarathu,Ampara,2009,12,14,553.1,0
Flood,Pothuvil,Ampara,2008,1,6,271.1,1
Flood,Mahaoya,Ampara,2007,12,3,553.1,0
Flood,Mahaoya,Ampara,2007,12,4,553.1,0
Flood,Mahaoya,Ampara,2007,12,29,553.1,0
Flood,Damana,Ampara,2006,12,17,553.1,1
Flood,Mahaoya,Ampara,2008,1,27,271.1,0
Flood,Mahaoya,Ampara,2008,1,19,271.1,0
Flood,Mahaoya,Ampara,2008,7,8,80.1,0
Flood,Mahaoya,Ampara,2008,3,15,78.3,0
Flood,Mahaoya,Ampara,2008,2,15,207.6,0
Flood,Dehiattakandiya,Ampara,2008,3,28,78.3,0
Flood,Ampara,Ampara,2008,1,8,271.1,1
Flood,Dehiattakandiya,Ampara,2007,12,5,553.1,0
Flood,Ninthavur,Ampara,2001,10,4,304.5,0
Flood,Karativu,Ampara,2003,12,10,553.1,0
Flood,Sainthamarathu,Ampara,2002,5,28,165.0,0
Flood,Sangamam,Ampara,2000,12,29,553.1,0
Flood,Sangamam,Ampara,2003,5,2,165.0,0
Flood,Akkaraipattukarunkoditivu,Ampara,2008,3,12,78.3,1
Flood,Sayinthamarathu,Ampara,2008,3,12,78.3,1
Flood,Karativu,Ampara,2008,1,8,271.1,1
Flood,Samanthurai,Ampara,2008,1,6,271.1,1
Flood,Thirukkovil,Ampara,2008,1,8,271.1,1
Flood,Navithanveli,Ampara,2007,12,16,553.1,0
Flood,Komarie,Ampara,2011,11,25,458.9,1
Flood,Varipathanchenai,Ampara,2011,11,25,458.9,1
Flood,Panama,Ampara,2011,11,25,458.9,1
Flood,Kolavil,Ampara,2007,4,12,115.9,0
Flood,Alayadiwembu,Ampara,2005,6,2,69.6,0
Flood,Eragama,Ampara,2007,1,21,271.1,0
Flood,Eragama,Ampara,2007,9,17,172.5,0
Flood,Eragama,Ampara,2007,10,27,304.5,0
Flood,Sammanthurai,Ampara,2002,5,9,165.0,0
Flood,Samanthurai,Ampara,2009,11,12,406.8,0
Flood,Eragama,Ampara,2008,12,3,553.1,0
Flood,Eragama,Ampara,2008,1,24,271.1,0
Flood,Komarie,Ampara,2005,10,2,304.5,0
Flood,Lahugala,Ampara,2008,1,6,271.1,1
Flood,Annamalai,Ampara,2004,10,29,304.5,0
Flood,Annamalai,Ampara,2003,1,12,271.1,0
Flood,Kalmunai Muslim Section,Ampara,2003,5,11,165.0,0
Flood,Damana,Ampara,2003,5,30,165.0,0
Flood,Pothuvil,Ampara,2007,1,28,271.1,0
Flood,Karativu,Ampara,2001,1,26,271.1,0
Flood,Sainthamarathu,Ampara,2004,3,5,78.3,0
Flood,Pothuvil,Ampara,2006,12,4,553.1,0
Flood,Kalappukaddu,Ampara,2007,1,24,271.1,0
Flood,Komarie,Ampara,2007,1,11,271.1,0
Flood,Shasthrawela,Ampara,2007,1,8,271.1,0
Flood,Sayinthamarathu,Ampara,2004,11,3,406.8,1
Flood,Perani Lahugala,Ampara,2007,1,27,271.1,0
Flood,Addalachchenai,Ampara,2008,1,6,271.1,1
Flood,Alayadiwembu,Ampara,2008,1,6,271.1,1
Flood,All District,Ampara,2011,8,2,10.1,1
Flood,Karativu,Ampara,2011,11,14,458.9,0
Flood,Akkaraipattukarunkoditivu,Ampara,2005,11,20,406.8,1
Flood,Senanayakapura,Ampara,2011,11,13,458.9,0
Flood,Alayadiwembu,Ampara,2006,9,26,172.5,1
Flood,Ninthavur,Ampara,2006,12,11,553.1,0
Flood,Kolavil,Ampara,2000,12,12,553.1,0
Flood,Ampara,Ampara,2000,2,4,207.6,1
Flood,Ampara,Ampara,2000,11,18,406.8,1
Flood,Dehiattakandiya,Ampara,2000,11,18,406.8,1
Flood,Akkaraipattukarunkoditivu,Ampara,2008,1,8,271.1,1
Flood,Akkaraipattu,Ampara,2000,12,8,553.1,0
Flood,Panama,Ampara,2006,12,21,553.1,0
Flood,Kalmunai Muslim Section,Ampara,2000,12,25,553.1,0
Flood,Panama,Ampara,2006,12,20,553.1,0
Flood,Damana,Ampara,2006,12,14,553.1,0
Flood,Sammanthurai,Ampara,2009,11,15,406.8,1
Flood,Virippattanchenai,Ampara,2008,7,1,80.1,1
Flood,Jaladeen Square Hidayapuram,Ampara,2007,1,14,271.1,1
Flood,Pakkiyawatta,Ampara,2006,12,17,553.1,1
Flood,Ninthavur,Ampara,2008,7,1,80.1,1
Flood,Ninthavur,Ampara,2008,12,3,553.1,1
Flood,Thikkanagar,Ampara,2000,12,11,553.1,0
Flood,Kalappukaddu,Ampara,2007,1,14,271.1,1
Flood,Panama West,Ampara,2007,1,17,271.1,0
Flood,Komarie,Ampara,2007,1,14,271.1,1
Flood,Lahugala,Ampara,2007,1,18,271.1,0
Flood,Kadirapura,Ampara,2000,11,18,406.8,1
Flood,Senanayakapura,Ampara,2000,11,18,406.8,1
Flood,Senanayakapura,Ampara,2000,4,2,115.9,1
Flood,Senanayakapura,Ampara,2000,11,13,406.8,0
Flood,Ampara,Ampara,2015,12,4,358.6,1
Flood,Senanayakapura,Ampara,2000,4,8,115.9,0
Flood,Ninthavur,Ampara,2005,10,21,304.5,0
Flood,Sangamam,Ampara,2003,5,1,165.0,1
Flood,Sangamam,Ampara,2000,12,26,553.1,1
Flood,Kadirapura,Ampara,2000,11,15,406.8,0
Flood,Sainthamarathu,Ampara,2002,5,11,165.0,1
Flood,Ninthavur,Ampara,2001,10,12,304.5,1
Flood,Ninthavur,Ampara,2002,5,11,165.0,1
Flood,Kalmunai Muslim Section,Ampara,2003,5,1,165.0,1
Flood,Annamalai,Ampara,2003,1,24,271.1,1
Flood,Annamalai,Ampara,2004,10,12,304.5,1
Flood,Komarie,Ampara,2005,10,12,304.5,1
Flood,Sammanthurai,Ampara,2002,5,11,165.0,1
Flood,Alayadiwembu,Ampara,2005,6,1,69.6,1
Flood,Kolavil,Ampara,2007,4,19,115.9,1
Flood,Senagama,Ampara,2011,11,25,458.9,1
Flood,Karativu,Ampara,2003,12,25,553.1,1
Flood,Damana,Ampara,2015,12,4,358.6,1
Flood,Ninthavur,Ampara,2000,12,26,553.1,1
Flood,Karativu,Ampara,2000,12,26,553.1,1
Flood,Panama North,Ampara,2007,1,10,271.1,0
Flood,Panama South,Ampara,2007,1,8,271.1,0
Flood,Dewalagoda,Ampara,2007,1,10,271.1,0
Flood,Pansalgoda,Ampara,2007,1,3,271.1,0
Flood,Shasthrawela,Ampara,2007,1,14,271.1,1
Flood,Dorakumbura,Ampara,2003,3,9,78.3,1
Flood,Mahaoya,Ampara,2002,1,2,271.1,1
Flood,Peranigama,Ampara,2005,6,1,69.6,1
Flood,Mawanagama,Ampara,2001,1,18,271.1,1
Flood,Mawanagama,Ampara,2006,12,20,553.1,1
Flood,Mawanagama,Ampara,2000,11,18,406.8,1
Flood,Perani Lahugala,Ampara,2007,1,14,271.1,1
Flood,Panama West,Ampara,2007,1,14,271.1,1
Flood,Panama North,Ampara,2007,1,14,271.1,1
Flood,Panama South,Ampara,2007,1,14,271.1,1
Flood,Dewalagoda,Ampara,2007,1,14,271.1,1
Flood,Pansalgoda,Ampara,2007,1,14,271.1,1
Flood,Ninthavur,Ampara,2008,1,13,271.1,0
Flood,Ninthavur,Ampara,2008,3,25,78.3,0
Flood,Eragama,Ampara,2006,12,3,553.1,0
Flood,Eragama,Ampara,2006,12,4,553.1,0
Flood,Eragama,Ampara,2009,10,4,304.5,0
Flood,Ninthavur,Ampara,2002,5,29,165.0,0
Flood,Karativu,Ampara,2000,11,21,406.8,0
Flood,Kalmunai,Ampara,2003,1,1,271.1,0
Flood,Uhana,Ampara,2013,1,25,433.9,1
Flood,Navithanveli,Ampara,2004,12,23,553.1,0
Flood,Pothuvil,Ampara,2014,12,11,658.9,0
Flood,Pothuvil,Ampara,2013,10,11,133.0,0
Flood,Karativu,Ampara,2014,12,1,658.9,0
Flood,Uhana,Ampara,2014,12,16,658.9,0
Flood,Samanthurai,Ampara,2014,12,6,658.9,0
Flood,Eragama,Ampara,2014,12,24,658.9,0
Flood,Ninthavur,Ampara,2005,12,2,553.1,0
Flood,Kalmunai,Ampara,2014,12,27,658.9,0
Flood,Navithanveli,Ampara,2014,12,29,658.9,0
Flood,Sangamam,Ampara,2008,12,17,553.1,0
Flood,Ampara,Ampara,2012,12,26,430.5,0
Flood,Pothuvil,Ampara,2012,12,26,430.5,0
Flood,Thirukkovil,Ampara,2012,12,21,430.5,0
Flood,Alayadiwembu,Ampara,2019,11,25,406.8,1
Flood,Damana,Ampara,2012,12,9,430.5,0
Flood,Padiyathalawa,Ampara,2003,9,8,172.5,0
Flood,Uhana,Ampara,2012,12,14,430.5,0
Flood,Dehiattakandiya,Ampara,2012,12,23,430.5,0
Flood,Mahaoya,Ampara,2002,2,10,207.6,0
Flood,Ampara,Ampara,2019,11,25,406.8,1
Flood,Mahaoya,Ampara,2012,12,25,430.5,0
Flood,Panama,Ampara,2004,10,9,304.5,0
Flood,Uhana,Ampara,2019,11,25,406.8,1
Flood,Senanayakapura,Ampara,2008,8,26,113.5,0
Flood,Ninthavur,Ampara,2005,12,10,553.1,1
Flood,Akkaraipattukarunkoditivu,Ampara,2014,12,2,658.9,0
Flood,Alayadiwembu,Ampara,2014,12,10,658.9,0
Flood,Senanayakapura,Ampara,2008,8,12,113.5,0
Flood,Lahugala,Ampara,2006,12,7,553.1,0
Flood,Kalmunai Tamil,Ampara,2014,12,21,658.9,0
Flood,Pothuvil,Ampara,2019,11,25,406.8,1
Flood,Sayinthamarathu,Ampara,2014,12,29,658.9,0
Flood,Kalmunai Muslim Section,Ampara,2004,10,22,304.5,0
Flood,Ninthavur,Ampara,2009,10,9,304.5,0
Flood,Navithanveli,Ampara,2003,1,10,271.1,0
Flood,Karativu,Ampara,2004,10,29,304.5,0
Flood,Kolavil,Ampara,2009,10,17,304.5,0
Flood,Samanthurai,Ampara,2019,11,25,406.8,1
Flood,Karativu,Ampara,2009,10,10,304.5,0
Flood,Sangamam,Ampara,2004,10,11,304.5,0
Flood,Ninthavur,Ampara,2004,10,14,304.5,0
Flood,Akkaraipattu,Ampara,2004,10,3,304.5,0
Flood,Kolavil,Ampara,2004,10,22,304.5,0
Flood,Kalmunai,Ampara,2019,12,2,553.1,1
Flood,Akkaraipattukarunkoditivu,Ampara,2019,11,25,406.8,1
Flood,Addalachchenai,Ampara,2019,11,25,406.8,1
Flood,Alayadiwembu,Ampara,2014,12,20,658.9,1
Flood,Dehiattakandiya,Ampara,2014,12,8,658.9,0
Flood,Kalmunai Tamil,Ampara,2014,12,20,658.9,1
Flood,Sayinthamarathu,Ampara,2014,12,20,658.9,1
Flood,Pothuvil,Ampara,2014,12,20,658.9,1
Flood,Lahugala,Ampara,2006,12,17,553.1,1
Flood,Karativu,Ampara,2014,12,20,658.9,1
Flood,Padiyathalawa,Ampara,2008,1,25,271.1,1
Flood,Padiyathalawa,Ampara,2006,12,21,553.1,1
Flood,Mahaoya,Ampara,2008,1,4,271.1,1
Flood,Uhana,Ampara,2006,8,1,113.5,1
Flood,Uhana,Ampara,2004,12,1,553.1,1
Flood,Hulannuge,Ampara,2007,1,14,271.1,1
Flood,Kalmunai,Ampara,2008,1,8,271.1,1
