Disaster,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,Siyambalanduwa,Monaragala,2000,9,11,135.0,0
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,12,26,553.1,0
Flood,Alayadiwembu,Ampara,2000,12,26,553.1,0
Flood,Rideemaliyadda,Badulla,2000,1,1,139.0,0
Flood,Thihagoda,Matara,2000,9,17,203.0,0
Flood,Malimbada,Matara,2000,9,17,203.0,0
Flood,Koralai Pattu North(Vakarai),Batticaloa,2000,11,19,291.0,0
Flood,Karativu,Ampara,2000,11,18,406.8,0
Flood,Addalachchenai,Ampara,2000,12,26,553.1,0
Flood,Pothuvil,Ampara,2000,11,18,406.8,0
Flood,Mannar Town,Mannar,2000,11,19,387.9,1
Flood,Padiyathalawa,Ampara,2000,12,20,553.1,0
Flood,Konketiyawa,Anuradhapura,2000,12,26,191.9,0
Flood,Bandara Ulpatha(GN),Anuradhapura,2000,12,26,191.9,0
Flood,Medawachchiya Junction (GN),Anuradhapura,2000,12,26,191.9,0
Flood,Kahatagasdigiliya,Anuradhapura,2000,12,26,191.9,0
Flood,Ihala Puliyankulama(GN),Anuradhapura,2000,12,26,191.9,0
Flood,Medirigiriya,Polannaruwa,2000,11,19,262.3,0
Flood,Annasiwewa,Anuradhapura,2000,12,26,191.9,0
Flood,Kalmunai,Ampara,2000,12,26,553.1,0
Flood,Dehiattakandiya,Ampara,2000,11,18,406.8,1
Flood,Marangala (GN),Ampara,2000,12,20,553.1,0
Flood,Galnewa,Anuradhapura,2000,12,26,191.9,1
Flood,Medawachchiya,Anuradhapura,2000,12,26,191.9,1
Flood,Koralai Pattu North(Vakarai),Batticaloa,2000,12,26,305.0,1
Flood,Eravur Pattu (Chenkalady),Batticaloa,2000,12,26,305.0,1
Flood,Porativu Pattu (Ellavul),Batticaloa,2000,12,26,305.0,1
Flood,Puttalam,Puttalam,2000,12,26,265.9,0
Flood,Madulla,Monaragala,2000,11,19,334.0,1
Flood,Veeranchenai(GN),Batticaloa,2000,12,26,305.0,0
Flood,Manmunai South - West (Peddipe,Batticaloa,2000,12,26,305.0,1
Flood,Mahiyanganaya,Badulla,2000,1,1,139.0,1
Flood,Ampara,Ampara,2000,2,4,207.6,1
Flood,Ampara,Ampara,2000,11,18,406.8,1
Flood,Lankapura,Polannaruwa,2000,11,19,262.3,1
Flood,Hingurakgoda,Polannaruwa,2000,11,19,262.3,1
Flood,Elahera,Polannaruwa,2000,11,19,262.3,1
Flood,Vanninagar(GN),Batticaloa,2000,12,26,305.0,0
Flood,Palugaswewa,Anuradhapura,2000,12,26,191.9,1
Flood,Horivila(GN),Anuradhapura,2000,12,26,191.9,0
Flood,Moragoda(GN),Anuradhapura,2000,12,26,191.9,0
Flood,Mannar Town,Mannar,2000,11,19,387.9,0
Flood,Padavi Sri Pura(GN),Trincomalee,2000,12,26,275.0,1
Flood,Senanayakapura(GN),Ampara,2000,11,18,406.8,0
Flood,Thalpotha (GN),Polannaruwa,2000,11,19,262.3,0
Flood,Unagalavehera (GN),Polannaruwa,2000,11,19,262.3,0
Flood,Kadirapura(GN),Ampara,2000,11,18,406.8,0
Flood,Lnginiyagala(GN),Monaragala,2000,11,19,334.0,0
Flood,Madulla,Monaragala,2000,11,19,334.0,0
Flood,Pesalai(GN),Mannar,2000,11,19,387.9,0
Flood,Wewmedagama(GN),Ampara,2000,11,18,406.8,1
Flood,Mawanagama(GN),Ampara,2000,11,18,406.8,1
Flood,Manampitiya(GN),Polannaruwa,2000,11,19,262.3,1
Flood,Eramudugoda(GN),Matara,2000,9,17,203.0,1
Flood,Ambalantota,Hambantota,2000,2,4,47.0,1
Flood,Sooriyawewa,Hambantota,2000,2,4,47.0,1
Flood,Karativu(GN),Ampara,2000,12,26,553.1,1
Flood,Sandunpura(GN),Ampara,2000,11,18,406.8,1
Flood,Eravur Town (Eravur),Batticaloa,2000,12,26,305.0,0
Flood,Dehiattakandiya,Ampara,2000,11,18,406.8,0
Flood,Hingurakgoda,Polannaruwa,2000,11,19,262.3,0
Flood,Thirukkovil,Ampara,2000,12,26,553.1,0
Flood,Mavadivembu(GN),Batticaloa,2000,12,26,305.0,0
Flood,Paddippalai(GN),Batticaloa,2000,12,26,305.0,0
Flood,Mapakadawewa(GN),Badulla,2000,1,1,139.0,0
Flood,Samapura(GN),Ampara,2000,4,2,115.9,0
Flood,Senanayakapura(GN),Ampara,2000,4,2,115.9,0
Flood,Samapura(GN),Ampara,2000,11,18,406.8,0
Flood,Elahera,Polannaruwa,2000,11,19,262.3,0
Flood,Padaviya,Anuradhapura,2000,12,26,191.9,0
Flood,Horowpothana,Anuradhapura,2000,12,26,191.9,0
Flood,Eravur Pattu (Chenkalady),Batticaloa,2000,12,26,305.0,0
Flood,Manmunai South - West (Peddipe,Batticaloa,2000,12,26,305.0,0
Flood,Mahiyanganaya,Badulla,2000,1,1,139.0,0
Flood,Ampara,Ampara,2000,2,4,207.6,0
Flood,Ampara,Ampara,2000,11,18,406.8,0
Flood,Lankapura,Polannaruwa,2000,11,19,262.3,0
Flood,Kebithigollewa,Anuradhapura,2000,12,26,191.9,0
Flood,Ninthavur(GN),Ampara,2000,12,26,553.1,1
Flood,Kekirawa,Anuradhapura,2000,12,26,191.9,1
Flood,Komarie (GN),Ampara,2000,11,18,406.8,0
Flood,thikkanagar,Ampara,2000,4,2,115.9,0
Flood,Komarie (GN),Ampara,2000,4,2,115.9,0
Flood,Lahugala,Ampara,2000,1,2,271.1,0
Flood,Panama(GN),Ampara,2000,1,2,271.1,0
Flood,Sangamam(GN),Ampara,2000,11,18,406.8,0
Flood,Akkaraipattu(GN),Ampara,2000,11,18,406.8,0
Flood,Kalmunai Muslim Section (GN),Ampara,2000,11,18,406.8,0
Flood,Damana,Ampara,2000,4,2,115.9,0
Flood,Paranthan Town(GN),Kilinochchi,2000,12,26,279.6,1
Flood,Mavadyamman(GN),Kilinochchi,2000,10,11,319.9,1
Flood,Jonepuram,Kilinochchi,2000,10,11,319.9,1
Flood,Palindanuwara,Kaluthara,2000,9,17,111.8,0
Flood,Eravur Town (Eravur),Batticaloa,2000,12,26,305.0,1
Flood,Thirukkovil,Ampara,2000,12,26,553.1,1
Flood,Padavi Sri Pura(GN),Trincomalee,2000,12,26,275.0,0
Flood,Damana,Ampara,2000,4,2,115.9,1
Flood,Punnaineeravi(GN),Kilinochchi,2000,12,26,279.6,1
Flood,thikkanagar,Ampara,2000,4,2,115.9,1
Flood,Jonepuram,Kilinochchi,2000,10,11,319.9,0
Flood,Paranthan Town(GN),Kilinochchi,2000,12,26,279.6,0
Flood,Kaluganga(GN),Matale,2000,5,12,133.0,0
Flood,Karadamulla(GN),Matale,2000,5,12,133.0,0
Flood,Kalmunai,Ampara,2000,12,26,553.1,1
Flood,Addalachchenai,Ampara,2000,12,26,553.1,1
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,12,26,553.1,1
Flood,Alayadiwembu,Ampara,2000,12,26,553.1,1
Flood,Rideemaliyadda,Badulla,2000,1,1,139.0,1
Flood,Punnaineeravi(GN),Kilinochchi,2000,12,26,279.6,0
Flood,Kamburupitiya,Matara,2000,9,17,203.0,1
Flood,Athuraliya,Matara,2000,9,17,203.0,1
Flood,Malimbada,Matara,2000,9,17,203.0,1
Flood,Koralai Pattu North(Vakarai),Batticaloa,2000,11,19,291.0,1
Flood,Karativu,Ampara,2000,11,18,406.8,1
Flood,Pothuvil,Ampara,2000,11,18,406.8,1
Flood,Medirigiriya,Polannaruwa,2000,11,19,262.3,1
Flood,Padiyathalawa,Ampara,2000,12,20,553.1,1
Flood,Thihagoda,Matara,2000,9,17,203.0,1
Flood,Kahambiliyawa (GN),Polannaruwa,2000,11,19,262.3,0
Flood,Akkaraipattu(GN),Ampara,2000,4,2,115.9,1
Flood,Komarie (GN),Ampara,2000,4,2,115.9,1
Flood,Nelumwewa(GN),Puttalam,2000,12,26,265.9,0
Flood,Padaviya,Anuradhapura,2000,12,26,191.9,1
Flood,Kebithigollewa,Anuradhapura,2000,12,26,191.9,1
Flood,Horowpothana,Anuradhapura,2000,12,26,191.9,1
Flood,Welikanda,Polannaruwa,2000,12,26,211.9,0
Flood,Kalmunai Muslim Section (GN),Ampara,2000,12,26,553.1,0
Flood,Akkaraipattu(GN),Ampara,2000,12,26,553.1,0
Flood,Puttalam South(GN),Puttalam,2000,12,26,265.9,0
Flood,Nagadeepa(GN),Badulla,2000,1,1,139.0,0
Flood,Galle Four Gravets,Galle,2000,9,17,246.0,0
Flood,Lenabatuwa(GN),Matara,2000,9,17,203.0,0
Flood,Watagedara(GN),Matara,2000,9,17,203.0,0
Flood,Kadduwa(GN),Matara,2000,9,17,203.0,0
Flood,Kekunawela(GN),Matara,2000,9,17,203.0,0
Flood,Vakarui(GN),Batticaloa,2000,11,19,291.0,0
Flood,Karativu(GN),Ampara,2000,11,18,406.8,0
Flood,Mulatiyana,Matara,2000,9,17,203.0,0
Flood,Sangamam(GN),Ampara,2000,4,2,115.9,1
Flood,Kamburawala(GN),Kaluthara,2000,9,17,111.8,0
Flood,Kahadoowa(GN),Galle,2000,10,18,279.0,0
Flood,Lahugala,Ampara,2000,1,2,271.1,1
Flood,Panama(GN),Ampara,2000,1,2,271.1,1
Flood,Sangamam(GN),Ampara,2000,11,18,406.8,1
Flood,Akkaraipattu(GN),Ampara,2000,11,18,406.8,1
Flood,Kalmunai Muslim Section (GN),Ampara,2000,11,18,406.8,1
Flood,Sandunpura(GN),Ampara,2000,11,18,406.8,0
Flood,Wewmedagama(GN),Ampara,2000,11,18,406.8,0
Flood,Goluwamulla(GN),Galle,2000,10,18,279.0,0
Flood,Mawanagama(GN),Ampara,2000,11,18,406.8,0
Flood,Eramudugoda(GN),Matara,2000,9,17,203.0,0
Flood,Karativu(GN),Ampara,2000,12,26,553.1,0
Flood,Ninthavur(GN),Ampara,2000,12,26,553.1,0
Flood,Thiyawattuvan (GN),Batticaloa,2000,12,26,305.0,0
Flood,Kallady Veloor(GN),Batticaloa,2000,12,26,305.0,0
Flood,Thambuttegama,Anuradhapura,2000,12,26,191.9,0
Flood,Pahal Omatta(GN),Galle,2000,10,18,279.0,0
Flood,Manampitiya(GN),Polannaruwa,2000,11,19,262.3,0
Flood,Puttalam,Puttalam,2000,12,26,265.9,1
Flood,Valachchenai(GN),Batticaloa,2000,12,26,305.0,1
Flood,Vavuniya(Tamil),Vavuniya,2000,2,10,93.0,1
Flood,Kahambiliyawa (GN),Polannaruwa,2000,11,19,262.3,1
Flood,Imbulpe,Ratnapura,2000,10,7,561.4,1
Flood,Siyambalanduwa,Monaragala,2000,7,24,113.0,0
Flood,Imbulpe,Ratnapura,2000,10,10,561.4,1
Flood,Siyambalanduwa,Monaragala,2000,6,19,82.0,0
Flood,Siyambalanduwa,Monaragala,2000,6,5,82.0,0
Flood,Siyambalanduwa,Monaragala,2000,4,25,182.0,0
Flood,Komarie (GN),Ampara,2000,11,18,406.8,1
Flood,Siyambalanduwa,Monaragala,2000,4,26,182.0,0
Flood,Siyambalanduwa,Monaragala,2000,3,28,103.0,0
Flood,Siyambalanduwa,Monaragala,2000,2,25,93.0,0
Flood,Marangala (GN),Ampara,2000,12,20,553.1,1
Flood,Pulungasmulla (GN),Ampara,2000,12,20,553.1,1
Flood,Veeranchenai(GN),Batticaloa,2000,12,26,305.0,1
Flood,Vanninagar(GN),Batticaloa,2000,12,26,305.0,1
Flood,Eeavur(GN),Batticaloa,2000,12,26,305.0,1
Flood,Siyambalanduwa,Monaragala,2000,3,24,103.0,0
Flood,Sangamam(GN),Ampara,2000,12,26,553.1,1
Flood,Karativu(GN),Ampara,2000,11,18,406.8,1
Flood,Maragoda(GN),Matara,2000,9,17,203.0,1
Flood,Imbulpe,Ratnapura,2000,4,11,517.6,1
Flood,Imbulpe,Ratnapura,2000,7,13,291.0,1
Flood,Imbulpe,Ratnapura,2000,7,14,291.0,1
Flood,Welikanda,Polannaruwa,2000,12,26,211.9,1
Flood,Kalmunai Muslim Section (GN),Ampara,2000,12,26,553.1,1
Flood,thikkanagar,Ampara,2000,12,26,553.1,1
Flood,Akkaraipattu(GN),Ampara,2000,12,26,553.1,1
Flood,Vakarui(GN),Batticaloa,2000,11,19,291.0,1
Flood,Kolavil 03 (GN),Ampara,2000,12,26,553.1,1
Flood,Mulatiyana,Matara,2000,9,17,203.0,1
Flood,Galle Four Gravets,Galle,2000,9,17,246.0,1
Flood,Lenabatuwa(GN),Matara,2000,9,17,203.0,1
Flood,Watagedara(GN),Matara,2000,9,17,203.0,1
Flood,Thalahagama West(GN),Matara,2000,9,17,203.0,1
Flood,Kadduwa(GN),Matara,2000,9,17,203.0,1
Flood,Kekunawela(GN),Matara,2000,9,17,203.0,1
Flood,Nagadeepa(GN),Badulla,2000,1,1,139.0,1
Flood,Siyambalanduwa,Monaragala,2000,11,18,334.0,0
Flood,Balangoda,Ratnapura,2000,12,28,348.0,1
Flood,Balangoda,Ratnapura,2000,12,13,348.0,1
Flood,Samapura(GN),Ampara,2000,4,2,115.9,1
Flood,Senanayakapura(GN),Ampara,2000,4,2,115.9,1
Flood,Samapura(GN),Ampara,2000,11,18,406.8,1
Flood,Senanayakapura(GN),Ampara,2000,11,18,406.8,1
Flood,Thalpotha (GN),Polannaruwa,2000,11,19,262.3,1
Flood,Unagalavehera (GN),Polannaruwa,2000,11,19,262.3,1
Flood,Atharagallewa (GN),Polannaruwa,2000,11,19,262.3,1
Flood,Mapakadawewa(GN),Badulla,2000,1,1,139.0,1
Flood,Kadirapura(GN),Ampara,2000,11,18,406.8,1
Flood,Pesalai(GN),Mannar,2000,11,19,387.9,1
Flood,Gallella West(GN),Polannaruwa,2000,1,13,80.1,1
Flood,Balangoda,Ratnapura,2000,9,10,353.5,1
Flood,Balangoda,Ratnapura,2000,1,11,195.0,1
Flood,Balangoda,Ratnapura,2000,3,10,273.9,1
Flood,Balangoda,Ratnapura,2000,1,20,195.0,1
Flood,Balangoda,Ratnapura,2000,1,13,195.0,1
Flood,Lnginiyagala(GN),Monaragala,2000,11,19,334.0,1
Flood,Balangoda,Ratnapura,2000,12,30,348.0,1
Flood,Paddippalai(GN),Batticaloa,2000,12,26,305.0,1
Flood,Mavadivembu(GN),Batticaloa,2000,12,26,305.0,1
Flood,Balangoda,Ratnapura,2000,11,29,547.8,1
Flood,Balangoda,Ratnapura,2000,8,20,300.6,1
Flood,Balangoda,Ratnapura,2000,8,23,300.6,1
Flood,Konketiyawa,Anuradhapura,2000,12,26,191.9,1
Flood,Kurulugama(GN),Anuradhapura,2000,12,26,191.9,1
Flood,Bandara Ulpatha(GN),Anuradhapura,2000,12,26,191.9,1
Flood,Horowpothana (GN),Anuradhapura,2000,12,26,191.9,1
Flood,Vellaveli(GN),Batticaloa,2000,12,26,305.0,1
Flood,Medawachchiya Junction (GN),Anuradhapura,2000,12,26,191.9,1
Flood,Ihala Puliyankulama(GN),Anuradhapura,2000,12,26,191.9,1
Flood,Annasiwewa,Anuradhapura,2000,12,26,191.9,1
Flood,Horivila(GN),Anuradhapura,2000,12,26,191.9,1
Flood,Handungamuwa,Anuradhapura,2000,12,26,191.9,1
Flood,Moragoda(GN),Anuradhapura,2000,12,26,191.9,1
Flood,Vakarai(GN),Batticaloa,2000,12,26,305.0,1
Flood,Panichchankerni(GN),Batticaloa,2000,12,26,305.0,1
Flood,Kahatagasdigiliya,Anuradhapura,2000,12,26,191.9,1
Flood,Thiyawattuvan (GN),Batticaloa,2000,12,26,305.0,1
Flood,Siyambalanduwa,Monaragala,2000,12,17,235.0,0
Flood,Imbulpe,Ratnapura,2000,4,1,517.6,1
Flood,Ambalantota,Hambantota,2000,2,4,47.0,0
Flood,Sooriyawewa,Hambantota,2000,2,4,47.0,0
Flood,Vavuniya(Tamil),Vavuniya,2000,2,10,93.0,0
Flood,Moneragala,Monaragala,2000,5,30,117.0,0
Flood,Mahaoya(GN),Ampara,2000,11,22,406.8,0
Flood,Thamankaduwa,Polannaruwa,2000,1,13,80.1,0
Flood,Welikanda,Polannaruwa,2000,2,24,88.4,0
Flood,Siyambalanduwa,Monaragala,2000,12,17,235.0,1
Flood,Jasinkanda(GN),Ratnapura,2000,8,4,300.6,0
Flood,Welekumbura(GN),Ratnapura,2000,8,4,300.6,0
Flood,Rassagala(GN),Ratnapura,2000,8,4,300.6,0
Flood,Kiridigala(GN),Ratnapura,2000,8,4,300.6,0
Flood,Kamburawala(GN),Kaluthara,2000,9,17,111.8,1
Flood,Siyambalanduwa,Monaragala,2000,12,20,235.0,0
Flood,Siyambalanduwa,Monaragala,2000,12,18,235.0,0
Flood,Siyambalanduwa,Monaragala,2000,10,23,306.0,0
Flood,Polwathugoda(GN),Ratnapura,2000,8,4,300.6,0
Flood,Siyambalanduwa,Monaragala,2000,10,1,306.0,0
Flood,Siyambalanduwa,Monaragala,2000,11,18,334.0,1
Flood,Siyambalanduwa,Monaragala,2000,6,19,82.0,1
Flood,Kallady Veloor(GN),Batticaloa,2000,12,26,305.0,1
Flood,Moneragala,Monaragala,2000,5,30,117.0,1
Flood,Thambuttegama,Anuradhapura,2000,12,26,191.9,1
Flood,Gallella West(GN),Polannaruwa,2000,1,13,80.1,0
Flood,Pahal Omatta(GN),Galle,2000,10,18,279.0,1
Flood,Kahadoowa(GN),Galle,2000,10,18,279.0,1
Flood,Goluwamulla(GN),Galle,2000,10,18,279.0,1
Flood,Siyambalanduwa,Monaragala,2000,7,24,113.0,1
Flood,Mahaoya(GN),Ampara,2000,11,22,406.8,1
Flood,Welikanda,Polannaruwa,2000,2,24,88.4,1
Flood,Siyambalanduwa,Monaragala,2000,2,25,93.0,1
Flood,Siyambalanduwa,Monaragala,2000,3,28,103.0,1
Flood,Siyambalanduwa,Monaragala,2000,3,24,103.0,1
Flood,Siyambalanduwa,Monaragala,2000,4,26,182.0,1
Flood,Siyambalanduwa,Monaragala,2000,4,25,182.0,1
Flood,Siyambalanduwa,Monaragala,2000,6,5,82.0,1
Flood,Thamankaduwa,Polannaruwa,2000,1,13,80.1,1
Flood,Imbulpe,Ratnapura,2000,4,8,517.6,1
Flood,Siyambalanduwa,Monaragala,2000,9,22,135.0,0
Flood,Siyambalanduwa,Monaragala,2000,8,23,118.0,0
Flood,Imbulpe,Ratnapura,2000,3,25,273.9,0
Flood,Imbulpe,Ratnapura,2000,2,6,241.0,0
Flood,Imbulpe,Ratnapura,2000,1,5,195.0,0
Flood,Kiriella,Ratnapura,2000,9,12,353.5,0
Flood,Kiriella,Ratnapura,2000,7,25,291.0,0
Flood,Kiriella,Ratnapura,2000,2,21,241.0,0
Flood,Mahaoya,Ampara,2000,11,22,406.8,0
Flood,Imbulpe,Ratnapura,2000,4,1,517.6,0
Flood,Mahaoya,Ampara,2000,11,22,406.8,1
Flood,Kiriella,Ratnapura,2000,7,25,291.0,1
Flood,Kiriella,Ratnapura,2000,9,12,353.5,1
Flood,Imbulpe,Ratnapura,2000,1,5,195.0,1
Flood,Imbulpe,Ratnapura,2000,1,14,195.0,1
Flood,Imbulpe,Ratnapura,2000,2,8,241.0,1
Flood,Imbulpe,Ratnapura,2000,2,6,241.0,1
Flood,Imbulpe,Ratnapura,2000,3,25,273.9,1
Flood,Kiriella,Ratnapura,2000,2,21,241.0,1
Flood,Siyambalanduwa,Monaragala,2000,9,4,135.0,0
Flood,Imbulpe,Ratnapura,2000,4,8,517.6,0
Flood,Imbulpe,Ratnapura,2000,7,14,291.0,0
Flood,Ambagamuwakorale,Nuwara Eliya,2000,9,22,232.0,0
Flood,Balangoda,Ratnapura,2000,12,28,348.0,0
Flood,Balangoda,Ratnapura,2000,12,30,348.0,0
Flood,Balangoda,Ratnapura,2000,12,13,348.0,0
Flood,Balangoda,Ratnapura,2000,11,29,547.8,0
Flood,Balangoda,Ratnapura,2000,8,20,300.6,0
Flood,Balangoda,Ratnapura,2000,8,23,300.6,0
Flood,Imbulpe,Ratnapura,2000,7,13,291.0,0
Flood,Balangoda,Ratnapura,2000,9,10,353.5,0
Flood,Balangoda,Ratnapura,2000,3,10,273.9,0
Flood,Balangoda,Ratnapura,2000,1,20,195.0,0
Flood,Balangoda,Ratnapura,2000,1,13,195.0,0
Flood,Puttalam South(GN),Puttalam,2000,12,26,265.9,1
Flood,Nelumwewa(GN),Puttalam,2000,12,26,265.9,1
Flood,Kaladiya(GN,Puttalam,2000,12,26,265.9,1
Flood,Imbulpe,Ratnapura,2000,10,7,561.4,0
Flood,Balangoda,Ratnapura,2000,1,11,195.0,0
Flood,Karadamulla(GN),Matale,2000,5,12,133.0,1
Flood,Horowpothana (GN),Anuradhapura,2000,12,26,191.9,0
Flood,Kaluganga(GN),Matale,2000,5,12,133.0,1
Flood,Addalachchenai,Ampara,2000,2,4,207.6,1
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,2,4,207.6,1
Flood,Thirukkovil,Ampara,2000,2,4,207.6,1
Flood,Palindanuwara,Kaluthara,2000,9,17,111.8,1
Flood,Pothuvil,Ampara,2000,2,4,207.6,1
Flood,Lahugala,Ampara,2000,2,1,207.6,1
Flood,Thirukkovil,Ampara,2000,11,18,406.8,1
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,11,18,406.8,1
Flood,Lahugala,Ampara,2000,1,1,271.1,1
Flood,Kalmunai,Ampara,2000,11,18,406.8,1
Flood,Siyambalanduwa,Monaragala,2000,12,20,235.0,1
Flood,Laggala-Pallegama,Matale,2000,12,5,185.0,1
Flood,Padavi Sri Pura,Trincomalee,2000,12,26,275.0,1
Flood,Lahugala,Ampara,2000,1,1,271.1,0
Flood,Koralai Pattu (Valachchenai),Batticaloa,2000,11,19,291.0,1
Flood,Ninthavur,Ampara,2000,12,26,553.1,1
Flood,Koralai Pattu (Valachchenai),Batticaloa,2000,12,26,305.0,1
Flood,Elpitiya,Galle,2000,10,18,279.0,1
Flood,Karativu,Ampara,2000,12,26,553.1,0
Flood,Panama(GN),Ampara,2000,1,1,271.1,1
Flood,Damana,Ampara,2000,2,4,207.6,1
Flood,Koralai Pattu West (Oddamavadi,Batticaloa,2000,12,26,305.0,0
Flood,Kalmunai,Ampara,2000,11,18,406.8,0
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,11,18,406.8,0
Flood,Thirukkovil,Ampara,2000,11,18,406.8,0
Flood,Lahugala,Ampara,2000,2,1,207.6,0
Flood,Pothuvil,Ampara,2000,2,4,207.6,0
Flood,Thirukkovil,Ampara,2000,2,4,207.6,0
Flood,Akkaraipattu(Karunkoditivu),Ampara,2000,2,4,207.6,0
Flood,Karachchi,Kilinochchi,2000,11,10,388.4,1
Flood,Siyambalanduwa,Monaragala,2000,10,23,306.0,1
Flood,Siyambalanduwa,Monaragala,2000,12,18,235.0,1
Flood,Koralai Pattu (Valachchenai),Batticaloa,2000,11,19,291.0,0
Flood,Karachchi,Kilinochchi,2000,11,10,388.4,0
Flood,Kandavalai,Kilinochchi,2000,12,26,279.6,0
Flood,Koralai Pattu (Valachchenai),Batticaloa,2000,12,26,305.0,0
Flood,Siyambalanduwa,Monaragala,2000,9,4,135.0,1
Flood,Siyambalanduwa,Monaragala,2000,10,1,306.0,1
Flood,Balangoda,Ratnapura,2000,4,8,517.6,1
Flood,Akuressa,Matara,2000,9,17,203.0,1
Flood,Karativu,Ampara,2000,12,26,553.1,1
Flood,Manmunai North (Batti Town),Batticaloa,2000,12,26,305.0,1
Flood,Siyambalanduwa,Monaragala,2000,9,22,135.0,1
Flood,Kandavalai,Kilinochchi,2000,12,26,279.6,1
Flood,Dimbulagala,Polannaruwa,2000,11,19,262.3,0
Flood,Siyambalanduwa,Monaragala,2000,9,11,135.0,1
Flood,Valachchenai(GN),Batticaloa,2000,11,19,291.0,1
Flood,Laggala-Pallegama,Matale,2000,12,5,185.0,0
Flood,Akuressa,Matara,2000,9,17,203.0,0
Flood,Elpitiya,Galle,2000,10,18,279.0,0
Flood,Siyambalanduwa,Monaragala,2000,8,23,118.0,1
Flood,Ambagamuwakorale,Nuwara Eliya,2000,9,22,232.0,1
Flood,Manmunai North (Batti Town),Batticaloa,2000,12,26,305.0,0
Flood,Koralai Pattu West (Oddamavadi,Batticaloa,2000,12,26,305.0,1
Flood,Kiridigala(GN),Ratnapura,2000,8,4,300.6,1
Flood,Rassagala(GN),Ratnapura,2000,8,4,300.6,1
Flood,Welekumbura(GN),Ratnapura,2000,8,4,300.6,1
Flood,Polwathugoda(GN),Ratnapura,2000,8,4,300.6,1
Flood,Panama(GN),Ampara,2000,1,1,271.1,0
Flood,Dimbulagala,Polannaruwa,2000,11,19,262.3,1
Flood,Jasinkanda(GN),Ratnapura,2000,8,4,300.6,1
Flood,Welikanda,Polannaruwa,2000,11,19,262.3,1
Flood,Imbulpe,Ratnapura,2001,4,20,517.6,1
Flood,Mawanagama(GN),Ampara,2001,1,18,271.1,1
Flood,Ukuwela,Matale,2001,1,30,90.0,0
Flood,Siyambalanduwa,Monaragala,2001,1,3,137.0,1
Flood,Hingurakgoda,Polannaruwa,2001,1,29,80.1,0
Flood,Vanninagar(GN),Batticaloa,2001,10,12,162.0,1
Flood,Ninthavur(GN),Ampara,2001,10,12,304.5,1
Flood,Veeranchenai(GN),Batticaloa,2001,10,12,162.0,1
Flood,Vanninagar(GN),Batticaloa,2001,10,12,162.0,0
Flood,Ella,Badulla,2001,2,4,94.0,1
Flood,Wewmedagama(GN),Ampara,2001,1,18,271.1,0
Flood,Mawanagama(GN),Ampara,2001,1,18,271.1,0
Flood,Ambalantota,Hambantota,2001,7,30,57.0,1
Flood,Siyambalanduwa,Monaragala,2001,12,3,235.0,1
Flood,Siyambalanduwa,Monaragala,2001,11,5,334.0,1
Flood,Embilipitiya,Ratnapura,2001,11,22,547.8,0
Flood,Siyambalanduwa,Monaragala,2001,10,17,306.0,1
Flood,Ninthavur,Ampara,2001,12,10,553.1,0
Flood,Gallella(GN),Polannaruwa,2001,1,29,80.1,1
Flood,manampitiya(GN),Polannaruwa,2001,1,29,80.1,1
Flood,Ebawalapitiya(GN),Kurunegala,2001,1,30,62.0,1
Flood,Veeranchenai(GN),Batticaloa,2001,10,12,162.0,0
Flood,Ninthavur,Ampara,2001,12,10,553.1,1
Flood,Wewmedagama(GN),Ampara,2001,1,18,271.1,1
Flood,Imbulpe,Ratnapura,2001,1,4,195.0,1
Flood,Weliwatta(GN),Galle,2001,7,23,226.0,1
Flood,Koralai Pattu West (Oddamavadi,Batticaloa,2001,12,10,305.0,1
Flood,Imbulpe,Ratnapura,2001,1,14,195.0,0
Flood,Imbulpe,Ratnapura,2001,7,20,291.0,1
Flood,Thamankaduwa,Polannaruwa,2001,1,29,80.1,0
Flood,Wanduressa Welgala(GN),Kurunegala,2001,7,18,114.0,1
Flood,Siyambalanduwa,Monaragala,2001,10,17,306.0,0
Flood,Porativu Pattu (Ellavul),Batticaloa,2001,12,10,305.0,1
Flood,Sinhapura(GN),Kurunegala,2001,1,30,62.0,0
Flood,Kalametiya(GN),Hambantota,2001,7,30,57.0,0
Flood,Kolonna,Ratnapura,2001,7,20,291.0,1
Flood,Siyambalanduwa,Monaragala,2001,1,3,137.0,0
Flood,Imbulpe,Ratnapura,2001,1,1,195.0,1
Flood,Muwanwellegedara(GN),Kurunegala,2001,1,30,62.0,0
Flood,Meegaswewa(GN),Polannaruwa,2001,1,29,80.1,1
Flood,Ebawalapitiya(GN),Kurunegala,2001,7,18,114.0,1
Flood,Sandunpura(GN),Ampara,2001,1,18,271.1,1
Flood,Siyambalanduwa,Monaragala,2001,11,5,334.0,0
Flood,Siyambalanduwa,Monaragala,2001,12,3,235.0,0
Flood,Dehiattakandiya,Ampara,2001,1,18,271.1,1
Flood,Imbulpe,Ratnapura,2001,1,4,195.0,0
